https://bj.lianjia.com/ershoufang/101113576588.html,世纪星城顶层复式，南北通透，适合一家三代人居住,https://bj.lianjia.com/xiaoqu/1111027379370/世纪星城  https://bj.lianjia.com/ershoufang/tongzhoubeiyuan/通州北苑,4室2厅 | 92.2平米 | 南 北 | 简装 | 高楼层(共10层) | 2005年建 | 板楼,144人关注 / 3个月以前发布,550万,59653元/平
https://bj.lianjia.com/ershoufang/101112307533.html,中建三期，地铁边上的2居室精装出售,https://bj.lianjia.com/xiaoqu/1120022866893756/中建港怡嘉园  https://bj.lianjia.com/ershoufang/zaoyuan/枣园,2室1厅 | 93.65平米 | 东 南 | 精装 | 低楼层(共19层) | 2017年建 | 板楼,24人关注 / 7个月以前发布,410万,43781元/平
https://bj.lianjia.com/ershoufang/101114258292.html,宣颐家园 中间复式 满五年 楼层好 南北通透,https://bj.lianjia.com/xiaoqu/1111027381363/宣颐家园  https://bj.lianjia.com/ershoufang/jiugong1/旧宫,3室1厅 | 178.59平米 | 南 北 | 简装 | 中楼层(共14层) | 2001年建 | 板楼,17人关注 / 4天以前发布,690万,38636元/平
https://bj.lianjia.com/ershoufang/101114249352.html,水上华城 满五年 高楼层 南北通透,https://bj.lianjia.com/xiaoqu/1111027379543/水上华城  https://bj.lianjia.com/ershoufang/guangqumen/广渠门,3室2厅 | 165.81平米 | 南 北 | 精装 | 高楼层(共23层) | 2005年建 | 板塔结合,19人关注 / 4天以前发布,1980万,119414元/平
https://bj.lianjia.com/ershoufang/101114222113.html,鹿鸣苑，联排别墅，满五唯一，诚意出售,https://bj.lianjia.com/xiaoqu/1111027378014/鹿鸣苑  https://bj.lianjia.com/ershoufang/yizhuang1/亦庄,3室1厅 | 199.64平米 | 南 北 | 简装 | 3层 | 1999年建 | 板楼 | 联排别墅 ,20人关注 / 7天以前发布,950万,47586元/平
https://bj.lianjia.com/ershoufang/101114252714.html,香悦四季 一层有花园 精装修 带地下室,https://bj.lianjia.com/xiaoqu/1111027381403/香悦四季  https://bj.lianjia.com/ershoufang/mapo/马坡,5室2厅 | 119.53平米 | 南 北 | 精装 | 底层(共17层) | 2013年建 | 板楼,5人关注 / 4天以前发布,660万,55217元/平
https://bj.lianjia.com/ershoufang/101114278422.html,南北通透，户型方正，采光优越，配套成熟，出现便利,https://bj.lianjia.com/xiaoqu/1111027381970/玉桥南里  https://bj.lianjia.com/ershoufang/yuqiao/玉桥,3室2厅 | 103.45平米 | 南 北 | 简装 | 6层 | 1999年建 | 板楼,3人关注 / 2天以前发布,456万,44080元/平
https://bj.lianjia.com/ershoufang/101114254394.html,金顶街 赵山小区 精装修 两居室  诚心出售,https://bj.lianjia.com/xiaoqu/1111027382621/赵山  https://bj.lianjia.com/ershoufang/pingguoyuan1/苹果园,2室1厅 | 68.09平米 | 东 西 | 精装 | 顶层(共5层) | 2001年建 | 板楼,8人关注 / 4天以前发布,300万,44060元/平
https://bj.lianjia.com/ershoufang/101114279317.html,北京市昌平区东小口镇天通苑东一区,https://bj.lianjia.com/xiaoqu/1111027380051/天通苑东一区  https://bj.lianjia.com/ershoufang/tiantongyuan1/天通苑,2室2厅 | 106.29平米 | 东南 | 其他 | 19层 | 2001年建 | 塔楼,6人关注 / 2天以前发布,439万,41303元/平
https://bj.lianjia.com/ershoufang/101114152366.html,水郡长安别墅纯商品，南向双卫三居室,https://bj.lianjia.com/xiaoqu/1111027379319/水郡长安  https://bj.lianjia.com/ershoufang/shuangqiao/双桥,3室1厅 | 147.6平米 | 南 西南 | 精装 | 19层 | 2008年建 | 板塔结合,23人关注 / 13天以前发布,670万,45393元/平
